ZONEID,TIMESTAMP,VAR78,VAR79,VAR134,VAR157,VAR164,VAR165,VAR166,VAR167,VAR169,VAR175,VAR178,VAR228,POWER
1,20120405 05:00,0.035816915,0,94812.4375,59.62223816,0.242370606,-0.986803055,-0.642158508,296.8039551,8464827,7067483,10928635,0.000369102,0.43474359
1,20120405 06:00,0.037246704,0,94827.5,58.77349854,0.360107422,-1.225887299,-1.052643776,296.7077637,9605785,8397593,12408994,0.000370115,0.194487179
1,20120405 07:00,0.028202057,0,94863.1875,62.03182983,0.298995972,-1.168458939,-1.2263937,295.8510742,10228506,9734846,13269791,0.000369608,0.057179487
1,20120405 08:00,0.012613297,0,94891.9375,67.90325928,0.186706543,-1.388213158,-1.463539124,293.0834961,10340440,11008640,13479773,0.000369608,0.012564103
1,20120405 09:00,0.004989624,0,94964.6875,70.86979675,0.053314209,-1.801319122,-1.140231133,292.1333008,10340440,12286447,13479773,0.000369608,6.41E-05
1,20120405 10:00,0.007600784,0,95043.9375,73.94673157,0.046112061,-2.277619362,-0.392104149,291.1401367,10340440,13510022,13479773,0.000369608,0
1,20120405 11:00,0.009542465,0,95076.1875,79.42721558,0.138580322,-2.343209267,-0.060688972,290.2980957,10340440,14727958,13479584,0.00037241,0
1,20120405 12:00,0.007974625,0,95102.1875,84.03846741,0.153213501,-1.854221344,0.230442047,289.3503418,10340440,15941579,13479584,0.000373393,0
1,20120405 13:00,0.006184578,0,95069.125,87.41564941,0.089691162,-1.450204849,0.814248085,288.2937012,10340440,17140336,13479584,0.000373781,0
1,20120405 14:00,0.006626129,0,95051.4375,90.32780457,0.078826904,-1.293736458,1.136377335,287.598877,10340440,18319104,13479584,0.000374794,0
1,20120405 15:00,0.006381989,0,95032.1875,92.24432373,0.151885986,-1.167197227,0.95266819,287.6252441,10340440,19533584,13479584,0.00037545,0
1,20120405 16:00,0.004621506,0,94997,93.60044861,0.135559082,-1.218704224,1.066754341,287.0065918,10340440,20715920,13479584,0.00037545,0
1,20120405 17:00,0.00645585,0,94966.375,94.3170929,0.152648926,-1.04784584,1.185034752,286.6364746,10340440,21905776,13479584,0.000376165,0
1,20120405 18:00,0.009487152,0,94968.125,95.2102356,0.18661499,-1.013585091,1.261163712,286.1865234,10340440,23081280,13479584,0.000378579,0
1,20120405 19:00,0.011852264,0,94996.0625,95.55491638,0.194366455,-0.952600479,1.193256378,286.2133789,10340440,24282752,13479584,0.000381708,0
1,20120405 20:00,0.012638092,0,95025,95.66464233,0.270050049,-1.003707886,1.385773659,285.628418,10340440,25446384,13479584,0.00038448,0
1,20120405 21:00,0.011517525,0,95018.3125,95.60652161,0.210449219,-0.711614609,1.103033066,286.7290039,10404048,26622848,13596696,0.000387609,0.015897436
1,20120405 22:00,0.003065109,0,95030.8125,87.84429932,0.236495972,-1.269030571,0.735164642,288.8203125,11037752,27827408,14428177,0.000389367,0.196153846
1,20120405 23:00,0.002170563,0,95024.625,81.16828918,0.134017944,-1.131651878,-0.104237557,290.652832,12399394,29032432,16049015,0.000390023,0.573717949
1,20120406 00:00,0.001787186,0,94983,76.79664612,0.041412354,-1.092358589,-0.636347771,292.0478516,14217343,30260528,18201280,0.000390023,0.665961538
1,20120406 01:00,0.00188446,0,94917.0625,72.10778809,0.033630371,-0.530202866,-1.497364998,294.0063477,2441478,1248743,2745807,0,0.765705128
1,20120406 02:00,0.011533737,0,94830.9375,67.74797058,0.117889404,0.347594261,-2.276397705,295.4501953,5127000,2526694,5748876,0,0.685769231
1,20120406 03:00,0.111858368,0.000327587,94739.6875,63.4178772,0.452758789,1.775917053,-2.699770927,296.3278809,7519083,3871025,8532067,8.41E-05,0.592051282
1,20120406 04:00,0.103549957,0.005903244,94672.875,61.13749695,1,2.369630814,-2.508481979,296.5,9196219,5239019,10673026,0.000151753,0.57025641
1,20120406 05:00,0.074653625,0.004585266,94610,60.53059387,0.98739624,2.191403389,-2.405546188,296.2231445,10236989,6583611,12173467,0.000160366,0.401153846
1,20120406 06:00,0.047246117,0.002923727,94591.0625,59.35743713,0.941725075,2.275777817,-2.539503098,296.4702148,11369093,7994292,13611242,0.000194341,0.211410256
1,20120406 07:00,0.031680245,0.001905747,94574.8125,63.44313049,0.888637424,1.371965408,-1.80443573,295.2971191,11902540,9265841,14376432,0.000195354,0.073846154
1,20120406 08:00,0.024820328,0.00202636,94605.8125,67.36553955,0.968626678,1.414550781,-1.694457054,293.520752,12010636,10564363,14564255,0.000195384,0.017371795
1,20120406 09:00,0.002949715,0.003051999,94617.125,70.7880249,0.891421497,1.2977705,-1.700605392,292.5893555,12010636,11863712,14564255,0.000195384,6.41E-05
1,20120406 10:00,0.002277374,0.00361815,94615.25,73.89990234,0.999031007,1.162963867,-1.870576859,291.3737793,12010636,13088342,14564255,0.000195384,0
1,20120406 11:00,0.000923157,0.00958252,94584.4375,74.99969482,1,0.910897255,-2.242650986,290.9094238,12010636,14301286,14564374,0.000195384,0
1,20120406 12:00,0.00069809,0.009273529,94525.875,74.61651611,0.994219184,0.967316628,-2.66602993,290.8898926,12010636,15519060,14564374,0.000195384,0
1,20120406 13:00,0.004341125,0.009452835,94478.5,74.10624695,0.617780924,1.407344818,-2.704147339,290.7421875,12010636,16730356,14564374,0.000195384,0
1,20120406 14:00,0.022224426,0.007098921,94441.6875,73.83277893,0.753984511,2.128288269,-2.42766571,290.6555176,12010636,17950176,14564374,0.000195384,0
1,20120406 15:00,0.0078125,0.011562347,94409,72.84675598,0.824641705,2.799093246,-2.388338089,290.9294434,12010636,19218528,14564374,0.000195384,0
1,20120406 16:00,0.003036499,0.002880096,94412.75,73.23968506,0.343079686,3.923478127,-1.819106102,290.7749023,12010636,20450288,14564374,0.000195742,0
1,20120406 17:00,0,0.002267838,94417.4375,77.68132019,0.383270264,4.13242054,-0.199350357,289.8491211,12010636,21630256,14564374,0.000195742,0
1,20120406 18:00,0,0.001239777,94450.375,73.77723694,0.352752686,3.394238472,0.282260895,288.7648926,12010636,22779456,14564374,0.000195742,0
1,20120406 19:00,0,0,94491.5625,63.90968323,0,2.638450623,-0.437296867,287.4858398,12010636,23889488,14564374,0.000195742,0
1,20120406 20:00,0,0,94569.875,56.76290894,0,2.842995644,-0.634771347,286.1608887,12010636,24924032,14564374,0.000195742,0
1,20120406 21:00,0,0,94660.4375,58.24838257,0,2.334516525,-0.585645676,284.9162598,12079911,25850032,14672443,0.000195742,0.0125
1,20120406 22:00,0,0,94743.25,58.80953979,0,2.046388626,-0.634778976,286.7661133,12804577,26803616,15490690,0.000195742,0.248333333
1,20120406 23:00,0,0,94793.5625,51.72666931,0,0.984120369,-0.440719307,288.3752441,14299047,27777488,17081216,0.000195742,0.646666667
1,20120407 00:00,0,0,94791.6875,47.13150024,0,0.373238564,-0.86402911,289.9277344,16455441,28778400,19324304,0.000195742,0.78025641
1,20120407 01:00,0,0,94757.5,46.74232483,0,2.197602272,-1.310305595,291.6594238,2629754,1034153.875,2720283,0,0.829423077
1,20120407 02:00,0,0,94714,41.56718445,0,2.084272385,-1.605901718,292.8220215,5511261,2088483,5700631,0,0.813589744
1,20120407 03:00,0,0,94672.4375,38.19422913,0,2.004965782,-1.804682732,293.5935059,8404949,3152879,8703912,0,0.758076923
1,20120407 04:00,0,0,94645.6875,36.87911987,0,1.831564903,-2.119558334,293.9663086,11066582,4221576,11491773,0,0.641538462
1,20120407 05:00,0,0,94662,37.34101868,0,2.420876503,-2.739507675,293.6791992,13270234,5286126,13841620,0,0.4725
1,20120407 06:00,0,0,94694.5625,39.19078064,0,2.35439682,-2.389270782,292.7910156,14834401,6340250,15564168,0,0.248782051
1,20120407 07:00,0,0,94754.0625,43.73782349,0,1.291649818,-1.978932381,291.229248,15652608,7366742,16524416,0,0.056217949
1,20120407 08:00,0,0,94826.875,49.44204712,0,1.088053703,-1.986083031,288.0180664,15772159,8353790,16715910,0,0.009166667
1,20120407 09:00,0,0,94895.8125,54.08493042,0,0.656002998,-1.890786171,286.0532227,15772159,9340751,16715910,0,6.41E-05
1,20120407 10:00,0,0,94970.4375,59.53988647,0,-0.581911087,-1.733222008,284.527832,15772159,10320900,16715910,0,0
1,20120407 11:00,8.39E-05,0,95030,65.59968567,0,-1.831729889,-1.113746643,283.8623047,15772159,11301521,16716313,0,0
1,20120407 12:00,0.001338959,0,95059,72.81442261,0.003356934,-2.378716469,-0.4944067,283.729248,15772159,12285643,16716313,0,0
1,20120407 13:00,0.003730774,0,95059.8125,79.46537781,0.038513184,-2.144875526,-0.393280029,283.4145508,15772159,13276343,16716313,0,0
1,20120407 14:00,0.020149231,0.002949476,95044.5625,82.62019348,0.905548096,-2.03579998,-0.087438583,282.7062988,15772159,14265783,16716313,0,0
1,20120407 15:00,0.0391922,0.006059408,95036.625,82.76829529,0.773345947,-1.892835617,0.213271141,282.7124023,15772159,15298228,16716313,0,0
1,20120407 16:00,0.044235229,0.00051713,95005.4375,82.39576721,0.525878906,-1.644645691,-0.005056381,283.3776855,15772159,16416617,16716313,0,0
1,20120407 17:00,0.040924072,5.51E-05,94960.625,82.21957397,0.555603027,-1.546147346,-0.351885796,283.5458984,15772159,17545872,16716313,0,0
1,20120407 18:00,0.043930054,0.000613689,94930.875,82.56369019,0.599700928,-1.477897644,-0.531654358,283.8894043,15772159,18714960,16716313,0,0
1,20120407 19:00,0.047019959,0.005194426,94906.8125,82.97181702,0.907104492,-1.268211365,-0.634123802,283.9750977,15772159,19890736,16716313,6.19E-05,0
1,20120407 20:00,0.046180725,0.002336502,94902.0625,84.05375671,0.697753906,-1.183460236,-0.648685455,284.1721191,15772159,21092368,16716313,7.30E-05,0
1,20120407 21:00,0.045734406,0.002963066,94894.875,85.96289062,0.773263276,-1.019070625,-0.68180275,284.1210938,15819179,22190016,16804992,8.17E-05,0.009166667
1,20120407 22:00,0.062129974,0.000591278,94925.3125,82.75759888,0.865937352,-1.10395813,-1.50274086,285.7575684,16197863,23409712,17363936,8.87E-05,0.101410256
1,20120407 23:00,0.111667633,0.003022446,94916.6875,72.62611389,0.990659297,-0.214148521,-3.744122505,287.8981934,17113088,24663088,18546128,9.66E-05,0.314615385
1,20120408 00:00,0.16683197,0.009800587,94855.4375,68.76185608,1,1.445681572,-4.045055389,289.1730957,18052160,25989776,19928960,0.000224203,0.269102564
1,20120408 01:00,0.19821167,0.00607872,94713.125,71.75868225,1.000006676,1.11882782,-3.455931664,289.5163574,696563.8125,1363591,1339015,0,0.362820513
1,20120408 02:00,0.162055969,0.000314713,94610.8125,67.82633972,0.967467785,2.355145454,-3.560808182,290.7766113,1586308,2748981,2886448,0.000433296,0.396923077
1,20120408 03:00,0.088874817,0.002015962,94519,64.24198914,0.924598217,3.289752007,-3.921551704,291.0976562,2610687,4138143,4504118,0.000473917,0.565576923
1,20120408 04:00,0.053741455,0.01170937,94443.875,59.55247498,0.988287032,4.14501667,-3.971236229,291.564209,4424684,5444536,6691259,0.000476241,0.454294872
1,20120408 05:00,0.018474579,0.010255359,94390.25,60.24594116,0.955702364,4.65713501,-3.120922089,290.9887695,5840447,6743938,8469151,0.000476718,0.442948718
1,20120408 06:00,0.003376007,0.01853076,94381,60.80671692,0.904334366,4.508517265,-2.304724693,290.0922852,6923053,7904939,9812128,0.000476539,0.219935897
1,20120408 07:00,0.000610352,0.027667999,94414.1875,62.09049988,0.929729521,3.980539322,-1.616467476,288.810791,7461866,9004340,10537784,0.00047648,0.060320513
1,20120408 08:00,0.000534058,0.031497955,94473.5625,62.70706177,0.974032939,3.605610847,-1.358618736,287.3144531,7543100,10123606,10679814,0.00047648,0.011730769
1,20120408 09:00,0.000213623,0.017356873,94557.3125,62.51791382,0.888458252,3.842373848,-1.283725739,286.0629883,7543100,11198691,10679814,0.000476599,0
1,20120408 10:00,0.000335693,0,94604.625,60.24028015,0.005340576,3.795237541,-0.923979759,284.9282227,7543100,12224812,10679814,0.000476599,0
1,20120408 11:00,0.000732422,0,94635.625,60.44142151,0.009002686,3.539142609,-0.408912659,283.7209473,7543100,13167766,10680134,0.000476599,0
1,20120408 12:00,0.001464844,0,94646.25,63.27603149,0.015396118,3.288638115,-0.198368073,282.9433594,7543100,14104954,10680134,0.000476599,0
1,20120408 13:00,0.000128746,0,94620.3125,64.93275452,0,3.199251175,-0.274559021,282.4597168,7543100,15039495,10680134,0.000476599,0
1,20120408 14:00,0,0,94585.875,64.38510132,0,3.315901756,-0.359243393,282.1975098,7543100,15969737,10680134,0.000476599,0
1,20120408 15:00,0,0,94550.875,63.046875,0,3.586881638,-0.379914284,281.9851074,7543100,16893008,10680134,0.000476599,0
1,20120408 16:00,0,0,94510.875,61.62658691,0,3.683226585,-0.151685715,281.7141113,7543100,17808624,10680134,0.000477314,0
1,20120408 17:00,0,0,94466.4375,60.44882202,0,3.516405106,0.083708763,281.3566895,7543100,18714528,10680134,0.000477314,0
1,20120408 18:00,0,0,94453.25,61.04418945,0,3.231019974,0.126543999,281.0378418,7543100,19619968,10680134,0.000477314,0
1,20120408 19:00,0,0,94471.4375,62.26675415,0,3.015865326,-0.081310272,280.7419434,7543100,20528848,10680134,0.000477314,0
1,20120408 20:00,0,0,94508.75,65.10281372,0,2.847166061,-0.352404594,280.4628906,7543100,21441328,10680134,0.000477314,0
1,20120408 21:00,0,0,94552.875,68.63948059,0,2.699562073,-0.66046238,281.0095215,7602860,22361152,10779084,0.000477314,0.010064103
1,20120408 22:00,0,0,94605.5625,68.44424438,0,3.533377647,-0.822768211,283.2836914,8279706,23319760,11579136,0.000477314,0.180961538
1,20120408 23:00,0.003826141,0,94635.875,60.54586792,0.103622437,5.443162918,0.778237343,285.2800293,9701846,24297840,13146761,0.000477314,0.650833333
1,20120409 00:00,0.007610321,0,94623.0625,54.9901886,0.114257813,5.758280754,0.552235603,286.6062012,11713796,25293888,15317409,0.000477314,0.57
1,20120409 01:00,0.009483337,2.19E-05,94625.375,52.34687805,0.244110107,7.043959618,-0.505292893,287.7556152,2453442,1035287.625,2625361,0,0.799679487
1,20120409 02:00,0.013652802,0.000259399,94573.875,48.69470215,0.556243897,7.143340111,-0.614609718,288.239502,4855784,2125379,5252654,0,0.772179487
1,20120409 03:00,0.049499512,0.002342224,94512.25,45.24769592,0.72341919,7.914916039,-0.408782005,288.3361816,7166806,3223160,7813469,0,0.764358974
1,20120409 04:00,0.076019287,0.007591248,94504.8125,50.99357605,0.749145508,8.027666092,-0.341292381,287.5234375,8937402,4435326,9924410,0,0.662564103
1,20120409 05:00,0.07170105,0.004356384,94526.875,53.51318359,0.60949707,7.073544502,-0.167383194,286.6105957,9842319,5608822,11234950,0,0.220064103
1,20120409 06:00,0.03313446,0.001998901,94584.375,53.18553162,0.374481201,6.458950043,0.208794594,286.2922363,10921977,6732678,12575190,0,0.191602564
1,20120409 07:00,0.04512554,0.003036499,94626.5,56.93934631,0.503601074,5.67355442,0.419929326,285.2539062,11529679,7813692,13351278,0,0.080192308
1,20120409 08:00,0.032598317,0.001934052,94710.375,60.66592407,0.219604492,4.908146858,0.726364732,284.177002,11608182,8932529,13498565,0,0.009935897
1,20120409 09:00,0.01701355,0.001091003,94793,63.3837738,0.104400635,3.92183876,0.862222612,283.1645508,11608182,10006564,13498565,0,0
1,20120409 10:00,0.028137207,0.003225327,94867.0625,67.82240295,0.189666748,3.136564255,1.312703133,282.0546875,11608182,10996969,13498565,0,0
1,20120409 11:00,0.015777588,0.003017426,94928.125,68.91369629,0.116027832,2.285730362,1.732177734,281.1396484,11608182,11964630,13498673,0,0
1,20120409 12:00,0.005756378,0.002410889,94981.875,69.38858032,0.077255249,1.457690239,1.401152611,279.8400879,11608182,12878156,13498673,0,0
1,20120409 13:00,0,0,95002.125,70.49537659,0,1.291432381,1.390625,278.9250488,11608182,13778788,13498673,0,0
1,20120409 14:00,0,0,95042.1875,71.12129211,0,0.843217135,1.697357178,278.050293,11608182,14648271,13498673,0,0
1,20120409 15:00,0,0,95085.1875,68.34928894,0,0.642865539,1.988744736,277.2714844,11608182,15498716,13498673,0,0
